     0	     0	 0.0109413	 0.0628491	  0.150538	  0.175162	  0.148929	  0.113145	 0.0766576	 0.0501558
     1	     0	 0.0119676	 0.0687847	  0.167424	  0.198229	  0.170494	  0.129925	 0.0876224	 0.0565662
     2	     0	 0.0116039	 0.0680108	  0.165383	   0.19516	  0.168295	  0.129219	 0.0880779	 0.0577192
     3	     0	0.00943831	 0.0562615	  0.141069	  0.171254	  0.151103	  0.117512	 0.0799771	 0.0518055
     4	     0	  0.011114	  0.065956	  0.163805	  0.195785	  0.168675	  0.127621	 0.0846323	  0.053392
     5	     0	 0.0130215	 0.0742688	  0.176057	  0.203612	  0.172364	  0.129753	 0.0865622	 0.0553895
     6	     0	 0.0125894	 0.0702686	  0.164636	  0.189997	  0.161855	  0.123938	 0.0848452	 0.0560448
     7	     0	 0.0113613	 0.0668519	  0.163646	  0.196294	  0.173398	  0.136301	 0.0942749	 0.0619688
     8	     0	 0.0118172	 0.0688769	  0.166946	  0.196684	  0.169566	  0.130488	 0.0894703	 0.0591259
     9	     0	 0.0109129	 0.0674917	  0.171279	  0.207132	  0.180111	  0.136909	  0.090738	 0.0570167
    10	     0	  0.011942	 0.0681448	  0.162766	  0.190222	  0.163074	  0.125053	 0.0853038	  0.055725
    11	     0	0.00942531	 0.0570441	  0.145531	  0.179029	  0.159521	  0.124813	 0.0851892	 0.0551741
    12	     0	 0.0122039	 0.0716923	  0.172928	    0.2018	  0.171868	  0.130364	 0.0879765	 0.0571742
    13	     0	0.00815254	 0.0503987	  0.132051	  0.164942	  0.147456	  0.114905	 0.0777475	 0.0498299
    14	     0	 0.0110271	 0.0661292	  0.165286	  0.198206	  0.171246	  0.130144	 0.0869321	 0.0553276
    15	     0	 0.0144095	 0.0798468	  0.185543	  0.212726	  0.179483	  0.135026	 0.0901331	 0.0576411
    16	     0	 0.0135141	 0.0756061	  0.173471	  0.195878	  0.163103	   0.12122	 0.0796467	 0.0498842
    17	     0	 0.0142127	 0.0784296	  0.182447	  0.210097	  0.178233	  0.134692	 0.0899323	 0.0572386
    18	     0	 0.0126016	 0.0738326	  0.179646	  0.211714	  0.181552	  0.137883	 0.0925736	 0.0594725
    19	     0	 0.0107222	   0.06636	   0.16712	  0.199807	  0.171228	  0.128091	 0.0835811	 0.0518117
    20	     0	 0.0133467	 0.0772262	    0.1852	  0.216304	  0.184373	  0.139069	 0.0923984	  0.058449
    21	     0	 0.0111752	 0.0682396	  0.171992	  0.208789	  0.183792	  0.141914	 0.0954543	 0.0607294
    22	     0	 0.0116181	 0.0678598	  0.164727	  0.193699	  0.165975	  0.126519	 0.0856668	 0.0557638
    23	     0	0.00788447	 0.0498749	  0.132016	  0.165139	  0.147317	  0.114334	 0.0770219	  0.049207
    24	     0	 0.0110271	 0.0661292	  0.165286	  0.198206	  0.171246	  0.130144	 0.0869321	 0.0553276
    25	     0	 0.0126216	 0.0720194	   0.17444	   0.20745	  0.181188	  0.141174	 0.0975528	 0.0645721
    26	     0	 0.0121508	 0.0681187	  0.159358	  0.182727	  0.153516	  0.114878	 0.0760743	 0.0481454
    27	     0	 0.0135344	 0.0766286	  0.180374	  0.208993	  0.178331	  0.135298	 0.0905547	 0.0578986
    28	     0	 0.0108013	 0.0630944	  0.150636	   0.17283	  0.143985	  0.106797	  0.070575	 0.0450967
    29	     0	 0.0107222	   0.06636	   0.16712	  0.199807	  0.171228	  0.128091	 0.0835811	 0.0518117
    30	     0	 0.0120806	 0.0704374	  0.171371	  0.202859	  0.175357	  0.134517	  0.091089	 0.0587909
    31	     0	0.00961193	 0.0587951	  0.149223	  0.181607	  0.159733	  0.123281	 0.0830982	 0.0532504
    32	     0	 0.0111829	 0.0661392	   0.16252	   0.19356	  0.168115	  0.129555	 0.0882976	 0.0577542
    33	     0	0.00936577	 0.0575348	  0.148292	  0.184837	  0.167629	   0.13404	 0.0937129	 0.0621103
    34	     0	 0.0112552	 0.0657524	  0.161391	  0.191411	  0.164258	  0.124453	 0.0831185	 0.0530268
    35	     0	 0.0124046	 0.0715353	   0.17101	  0.200445	  0.173123	  0.133582	 0.0914043	 0.0598981
