	0.00442749	-0.00683737	-0.00258364	-0.00215528	2.79639e-005	-0.0128909	0.00535227	-0.00496938	-0.00684402	-0.00368195	0.00562982	-0.00655948	0.00803879	0.00190412
	-0.00683737	 0.0268199	0.00324643	0.00469115	-0.000527369	 0.0157175	-0.0244025	 0.0108643	0.00867871	-0.0040419	0.00154602	0.00560635	-0.0224652	-0.00983145
	-0.00258364	0.00324643	0.00394923	-0.00430332	6.12602e-005	0.00284229	-0.00691288	0.00164463	-0.00200323	-0.00173044	-0.00043672	 0.0060165	  0.003137	-0.00424733
	-0.00215528	0.00469115	-0.00430332	 0.0316694	-0.000340534	0.00497602	  -0.01224	 0.0135919	0.00950948	0.00720965	-0.0158746	-0.000812967	-0.0302591	0.000328115
	2.79639e-005	-0.000527369	6.12602e-005	-0.000340534	0.000267324	0.000275412	0.000205076	0.000153095	0.000509903	0.000676754	0.000585074	0.000653543	0.000191996	5.06839e-005
	-0.0128909	 0.0157175	0.00284229	0.00497602	0.000275412	  0.134663	-0.0141073	 0.0134164	 0.0497181	 0.0281914	0.00222345	 0.0287524	-0.0270846	-0.0182367
	0.00535227	-0.0244025	-0.00691288	  -0.01224	0.000205076	-0.0141073	 0.0929926	-0.0100119	0.00313781	 0.0159617	 0.0058644	-0.00971009	 0.0145381	 0.0396702
	-0.00496938	 0.0108643	0.00164463	 0.0135919	0.000153095	 0.0134164	-0.0100119	 0.0283896	 0.0188944	 0.0168802	0.00930469	0.00391742	-0.0214294	0.00445763
	-0.00684402	0.00867871	-0.00200323	0.00950948	0.000509903	 0.0497181	0.00313781	 0.0188944	 0.0714106	 0.0463055	 0.0123613	 0.0177641	-0.0238705	0.00971066
	-0.00368195	-0.0040419	-0.00173044	0.00720965	0.000676754	 0.0281914	 0.0159617	 0.0168802	 0.0463055	 0.0722491	 0.0029282	 0.0262106	-0.00936347	  0.025077
	0.00562982	0.00154602	-0.00043672	-0.0158746	0.000585074	0.00222345	 0.0058644	0.00930469	 0.0123613	 0.0029282	  0.107667	0.000163376	0.00663413	-0.000732876
	-0.00655948	0.00560635	 0.0060165	-0.000812967	0.000653543	 0.0287524	-0.00971009	0.00391742	 0.0177641	 0.0262106	0.000163376	 0.0688892	0.000935211	-0.00677738
	0.00803879	-0.0224652	  0.003137	-0.0302591	0.000191996	-0.0270846	 0.0145381	-0.0214294	-0.0238705	-0.00936347	0.00663413	0.000935211	 0.0696016	0.00201523
	0.00190412	-0.00983145	-0.00424733	0.000328115	5.06839e-005	-0.0182367	 0.0396702	0.00445763	0.00971066	  0.025077	-0.000732876	-0.00677738	0.00201523	 0.0802464
