     0	     0	0.00842034	 0.0537605	  0.149066	  0.197877	  0.186449	  0.154712	  0.114134	 0.0810716	 0.0528065
     1	     0	 0.0090396	 0.0574197	  0.160781	  0.216227	  0.205745	  0.171307	  0.126051	 0.0887337	 0.0568905
     2	     0	0.00882934	 0.0577995	  0.162863	  0.218447	  0.207959	  0.174041	  0.129223	 0.0921326	 0.0601776
     3	     0	 0.0073957	 0.0494982	  0.143975	  0.198083	  0.192271	  0.162882	  0.121016	 0.0855242	 0.0551102
     4	     0	0.00840637	 0.0552005	  0.157705	  0.213876	  0.203746	  0.168538	  0.122088	 0.0840472	 0.0525433
     5	     0	0.00989036	 0.0630968	  0.173647	   0.22877	  0.214407	  0.176344	  0.128333	 0.0894131	 0.0568976
     6	     0	0.00964752	 0.0597383	  0.161096	  0.210905	    0.1984	  0.165843	  0.123964	 0.0893182	 0.0589883
     7	     0	 0.0088192	 0.0579163	  0.162772	  0.219392	  0.212069	  0.181483	   0.13768	 0.0995293	 0.0653322
     8	     0	0.00905835	 0.0587456	  0.164515	   0.22009	  0.209425	   0.17559	  0.131048	 0.0941606	  0.062039
     9	     0	0.00812225	 0.0564435	  0.166599	  0.229086	  0.220029	  0.182706	  0.132412	 0.0910156	 0.0569161
    10	     0	0.00912163	 0.0574145	  0.157022	  0.207565	  0.196081	  0.163829	  0.121819	 0.0867982	 0.0561726
    11	     0	0.00737881	  0.050212	  0.148815	  0.207351	  0.203076	  0.173081	  0.129155	 0.0915069	 0.0590476
    12	     0	 0.0092739	 0.0607117	  0.169524	  0.225053	  0.211933	  0.175325	  0.128809	 0.0909869	 0.0588767
    13	     0	0.00643244	 0.0441271	  0.133251	  0.188301	   0.18531	  0.157529	  0.116447	 0.0814411	  0.051741
    14	     0	0.00834504	 0.0553072	  0.159014	  0.216444	  0.206753	  0.171634	  0.125094	 0.0868234	 0.0547496
    15	     0	 0.0110353	 0.0676586	  0.180331	  0.233868	  0.217846	  0.179094	  0.130684	 0.0912875	 0.0580974
    16	     0	 0.0103929	 0.0645382	  0.169901	  0.217077	  0.199612	  0.162355	  0.116909	 0.0801742	  0.049772
    17	     0	 0.0107214	 0.0656442	  0.175082	    0.2277	  0.212981	  0.176105	  0.129054	 0.0902079	 0.0572386
    18	     0	0.00952699	 0.0621058	  0.174619	  0.233786	  0.221609	  0.183748	  0.134609	 0.0943071	 0.0602539
    19	     0	0.00805102	 0.0557641	  0.163003	  0.221894	  0.210553	  0.172402	  0.123119	 0.0834879	 0.0515752
    20	     0	 0.0101061	  0.064877	  0.178704	  0.235891	  0.221589	   0.18246	  0.132617	 0.0919137	 0.0579177
    21	     0	0.00859776	 0.0587764	  0.170974	   0.23406	  0.226143	  0.190474	  0.140825	 0.0989259	 0.0633112
    22	     0	0.00881532	 0.0572737	  0.160825	  0.215213	  0.203955	  0.169639	  0.125128	 0.0886165	 0.0573793
    23	     0	0.00618757	 0.0438377	  0.134874	  0.191666	  0.188504	  0.159498	   0.11714	 0.0814322	 0.0515348
    24	     0	0.00834504	 0.0553072	  0.159014	  0.216444	  0.206753	  0.171634	  0.125094	 0.0868234	 0.0547496
    25	     0	 0.0094673	 0.0602225	  0.168122	  0.225974	  0.216908	  0.183915	  0.138742	  0.100454	 0.0665169
    26	     0	0.00941913	 0.0581914	  0.155948	  0.202852	  0.188701	  0.154725	  0.112239	 0.0776698	 0.0487204
    27	     0	 0.0103494	 0.0655546	  0.178136	  0.233559	  0.219697	  0.182149	  0.133537	 0.0934547	  0.059703
    28	     0	0.00831169	 0.0542286	  0.150742	  0.198314	  0.183804	  0.149033	  0.107005	 0.0739444	 0.0469298
    29	     0	0.00805102	 0.0557641	  0.163003	  0.221894	  0.210553	  0.172402	  0.123119	 0.0834879	 0.0515752
    30	     0	0.00915482	 0.0593768	  0.166553	  0.223312	  0.212711	  0.177911	   0.13159	 0.0928837	 0.0595556
    31	     0	0.00749595	 0.0516104	  0.152393	  0.210469	  0.203861	  0.171447	  0.126143	  0.088201	 0.0562375
    32	     0	0.00854024	 0.0564456	  0.160597	  0.217144	  0.208109	  0.174965	  0.130124	  0.092749	 0.0605581
    33	     0	0.00740445	 0.0506013	  0.149502	  0.209049	  0.207135	  0.180119	  0.137975	  0.100475	 0.0664895
    34	     0	0.00853095	 0.0551187	  0.155755	   0.20992	  0.199348	  0.165059	  0.120258	 0.0835805	 0.0528385
    35	     0	0.00950435	 0.0611662	   0.16857	  0.223405	  0.212256	  0.178449	  0.133383	 0.0955145	 0.0624215
    36	     0	 0.0105721	 0.0641769	  0.168635	  0.216174	  0.198968	  0.161547	  0.116054	 0.0795265	 0.0494586
    37	     0	0.00998319	 0.0633664	  0.172621	  0.226428	  0.212002	  0.174023	  0.125631	 0.0862354	 0.0538173
    38	     0	0.00969327	 0.0613444	  0.165687	  0.214835	  0.198118	  0.160853	  0.116231	 0.0807508	 0.0511273
    39	     0	0.00805102	 0.0557641	  0.163003	  0.221894	  0.210553	  0.172402	  0.123119	 0.0834879	 0.0515752
    40	     0	 0.0110394	  0.067525	  0.180713	  0.235938	  0.221631	  0.184424	  0.136881	 0.0975423	 0.0633348
    41	     0	0.00870379	 0.0577928	  0.164078	  0.220352	  0.208565	   0.17198	  0.124584	 0.0859057	  0.053856
    42	     0	0.00918873	 0.0604124	  0.168944	  0.223928	  0.210228	  0.173166	   0.12659	 0.0890817	 0.0576327
    43	     0	0.00865614	 0.0574465	  0.164097	  0.222476	  0.213195	  0.179006	  0.133047	 0.0947042	 0.0615163
    44	     0	 0.0108175	  0.066247	  0.177685	  0.233088	  0.220301	  0.184528	  0.137462	 0.0977834	 0.0630134
    45	     0	0.00824187	 0.0555274	  0.162609	  0.225075	  0.219603	  0.186924	  0.139798	 0.0993607	 0.0641604
    46	     0	0.00927045	 0.0588061	  0.161733	  0.213716	  0.199957	  0.163246	   0.11707	 0.0798964	 0.0495216
    47	     0	0.00923928	 0.0593084	  0.164834	  0.219089	  0.206821	  0.171196	  0.125181	 0.0876174	 0.0561195
