     0	     0	 0.0690333	  0.204159	  0.258311	  0.222019	  0.164941	  0.112461	 0.0652937	 0.0344891
     1	     0	 0.0783647	  0.223174	  0.278816	  0.238127	  0.176284	  0.120247	 0.0698351	 0.0366281
     2	     0	 0.0713081	  0.212653	  0.269822	  0.233263	  0.174739	  0.120014	  0.069888	  0.036882
     3	     0	 0.0664329	  0.202714	  0.259199	  0.226038	  0.170339	  0.116732	 0.0674556	 0.0353684
     4	     0	  0.076718	  0.224605	  0.283409	  0.242807	  0.178708	  0.119629	 0.0673362	 0.0341453
     5	     0	 0.0725817	   0.21327	  0.267197	  0.227058	  0.166488	  0.111864	 0.0639196	 0.0332005
     6	     0	 0.0718935	  0.213217	   0.26964	  0.232456	  0.174079	  0.120028	 0.0702937	 0.0371624
     7	     0	   0.06303	  0.195804	  0.254034	  0.223448	  0.169429	  0.116942	 0.0684094	 0.0366257
     8	     0	 0.0705134	  0.208019	  0.263193	  0.226686	  0.168994	  0.115734	 0.0675885	 0.0359774
     9	     0	 0.0739076	  0.227147	  0.291819	  0.251898	   0.18491	  0.122788	 0.0691512	 0.0357952
    10	     0	  0.070792	  0.209962	  0.267887	  0.231665	  0.172079	  0.116983	 0.0679537	 0.0362568
    11	     0	 0.0680082	  0.203385	  0.257413	  0.222766	  0.167326	  0.115009	 0.0670482	 0.0355043
    12	     0	 0.0724784	  0.215701	   0.27308	  0.234594	  0.173962	  0.118189	   0.06824	 0.0358607
    13	     0	 0.0666423	  0.201528	  0.257139	  0.221444	  0.163261	  0.109219	 0.0617035	  0.031694
    14	     0	 0.0762715	  0.222106	  0.280633	  0.241217	   0.17854	  0.120614	 0.0686978	 0.0352122
    15	     0	 0.0724307	  0.212389	  0.266513	  0.226083	  0.164971	  0.110101	 0.0623242	 0.0319877
    16	     0	 0.0641359	  0.198009	  0.257656	  0.225977	   0.16867	  0.113633	 0.0649419	 0.0342626
    17	     0	 0.0763246	  0.225187	  0.284604	  0.244475	  0.180703	  0.121557	 0.0689831	 0.0354775
    18	     0	 0.0786346	  0.230984	  0.290606	  0.248931	  0.184436	   0.12535	  0.072145	 0.0374422
    19	     0	 0.0698497	  0.215477	  0.280051	  0.244738	   0.18192	  0.122649	  0.070721	 0.0379353
    20	     0	 0.0693548	  0.208063	   0.26835	  0.234394	  0.175707	  0.120507	 0.0705648	 0.0378334
