0.112	-0.074	-0.068	-0.044	-0.022	0.128	-0.234	0.177	-0.172	-0.237	0.112	0.109	-0.013	0.069
-0.074	0.263	0.041	-0.029	-0.127	0.118	0.089	-0.022	0.265	0.280	-0.078	0.338	0.051	0.015
-0.068	0.041	0.053	0.023	0.027	-0.149	0.107	-0.046	0.124	0.146	-0.023	-0.126	0.006	-0.048
-0.044	-0.029	0.023	0.274	-0.005	-0.021	0.235	0.091	0.032	0.035	-0.222	-0.554	-0.014	0.004
-0.022	-0.127	0.027	-0.005	0.231	-0.169	-0.141	-0.066	-0.051	-0.009	-0.083	-0.320	-0.004	-0.094
0.128	0.118	-0.149	-0.021	-0.169	1.280	-0.347	0.127	-0.243	-0.358	0.278	0.485	0.132	0.113
-0.234	0.089	0.107	0.235	-0.141	-0.347	1.379	-0.656	0.097	0.536	-0.304	-0.077	-0.008	0.137
0.177	-0.022	-0.046	0.091	-0.066	0.127	-0.656	0.971	-0.035	-0.396	0.494	-0.430	0.017	0.086
-0.172	0.265	0.124	0.032	-0.051	-0.243	0.097	-0.035	0.575	0.450	-0.102	-0.086	0.047	-0.198
-0.237	0.280	0.146	0.035	-0.009	-0.358	0.536	-0.396	0.450	0.691	-0.418	0.138	0.010	-0.117
0.112	-0.078	-0.023	-0.222	-0.083	0.278	-0.304	0.494	-0.102	-0.418	1.443	0.003	0.122	0.004
0.109	0.338	-0.126	-0.554	-0.320	0.485	-0.077	-0.430	-0.086	0.138	0.003	2.072	0.029	0.232
-0.013	0.051	0.006	-0.014	-0.004	0.132	-0.008	0.017	0.047	0.010	0.122	0.029	0.055	0.021
0.069	0.015	-0.048	0.004	-0.094	0.113	0.137	0.086	-0.198	-0.117	0.004	0.232	0.021	0.293



















